index,Country,Family,Freedom,Generosity,Happiness Rank,Happiness Score,Year,country_code,fertility_rate_15_19,fertility_rate_20_24,fertility_rate_25_29,fertility_rate_30_34,fertility_rate_35_39,fertility_rate_40_44,fertility_rate_45_49,total_fertility_rate,gross_reproduction_rate,sex_ratio_at_birth,fertility_rate_avg,Latitude,Longitude
318,Switzerland,1.516911745,0.620070577,0.290549278,4,7.493999958,2017,SZ,3.1,31.2,81.1,113.7,67.6,13.8,0.8,1.5567,0.756,1.059,38.36666667,46.818188,8.227512
319,Finland,1.540246725,0.617950857,0.245482773,5,7.468999863,2017,FI,7.1,51.1,105.6,113.7,58.6,13.3,0.6,1.7473,0.854,1.046,40.73333333,61.92411,25.748151
320,Netherlands,1.428939223,0.585384488,0.47048983,6,7.376999855,2017,NL,3.9,33.7,103.6,137.7,65.8,10.8,0.4,1.78,0.8679,1.051,42.05,52.132633,5.291266
321,Canada,1.481348991,0.611100912,0.435539722,7,7.315999985,2017,CA,13.8,53.4,102.1,101.6,41.8,7.1,0.3,1.6002,0.7782,1.0563,36.33333333,56.130366,-106.346771
322,New Zealand,1.548195124,0.61406213,0.500005126,8,7.31400013,2017,NZ,27.6,70.1,106.6,123.5,62.9,12.2,0.6,2.0189,0.9858,1.048,49.48333333,-40.900557,174.885971
323,Sweden,1.478162169,0.612924099,0.385399252,9,7.28399992,2017,SW,3.4,42.1,103.5,133.4,75.4,16.6,1.2,1.8775,0.9125,1.0575,45.35,60.128161,18.643501
324,Australia,1.510041952,0.601607382,0.47769925,10,7.28399992,2017,AS,16.5,52.9,96.4,116.6,59.2,11.1,0.5,1.7659,0.8593,1.055,42.8,-25.274398,133.775136
325,Israel,1.376289964,0.405988604,0.330082655,11,7.212999821,2017,IS,14.7,102.6,165.7,146.8,77.2,19.8,1.8,2.644,1.2898,1.05,60.48333333,31.046051,34.851612
326,Costa Rica,1.416403651,0.58013165,0.214613229,12,7.078999996,2017,CS,53.6,100.3,104,73.7,33.7,10,1,1.8913,0.9226,1.05,45.38333333,9.748917,-83.753428
327,Austria,1.459944963,0.56776619,0.316472322,13,7.006000042,2017,AU,8.7,45.8,90.2,93.3,48.1,8.8,0.5,1.4722,0.7171,1.053,34.2,47.516231,14.550072
328,United States,1.419920564,0.505740523,0.392578781,14,6.993000031,2017,US,32.66,83.91,106.16,92.85,47.08,10.5,0.66,1.869422425,-9,-9,44.61,37.09024,-95.712891
329,Ireland,1.558231115,0.573110342,0.427858323,15,6.977000237,2017,EI,17.5,51.2,84.9,128.8,92.8,17.3,1,1.9676,0.9565,1.057,51.43333333,53.41291,-8.24389
330,Germany,1.472520351,0.562511384,0.33626917,16,6.951000214,2017,GM,8.2,43.6,86.8,95.8,47.4,9.3,0.4,1.4505,0.7059,1.0547,34.11666667,51.165691,10.451526
331,Belgium,1.462312698,0.539770722,0.231503338,17,6.890999794,2017,BE,9,54.2,124,113.3,47,8.8,0.4,1.779,0.8682,1.049,38.78333333,50.503887,4.469936
332,Luxembourg,1.457583666,0.596627891,0.283180982,18,6.862999916,2017,LU,5.3,33.9,88.9,113.5,67,14.8,0.7,1.6164,0.7855,1.0578,39.2,49.815273,6.129583
333,United Kingdom,1.49646008,0.508190036,0.492774159,19,6.714000225,2017,UK,24.5,70.3,102.3,111,56.6,10.8,0.6,1.8805,0.9165,1.0519,45.63333333,55.378051,-3.435973
334,Chile,1.284024954,0.376895279,0.326662421,20,6.65199995,2017,CI,30.1,73.4,107.9,91.3,42.9,12.9,1.4,1.8,0.8813,1.0425,42,-35.675147,-71.542969
335,United Arab Emirates,1.266410232,0.60834527,0.360941947,21,6.647999763,2017,AE,19.9,75.3,86.6,72.9,51.7,28,11.2,1.7287,0.8393,1.0597,43.16666667,23.424076,53.847818
336,Brazil,1.431306005,0.437453747,0.162349895,22,6.635000229,2017,BR,22.2,74.6,115.6,89,35.5,11.9,1.9,1.754,0.8556,1.05,39.18333333,-14.235004,-51.92528
338,Argentina,1.440451145,0.494519204,0.109457061,24,6.598999977,2017,AR,63,106.8,107.7,96.3,58.2,17.6,1.4,2.264,1.0958,1.066,57.21666667,-38.416097,-63.616672
339,Mexico,1.21086216,0.412730008,0.120990433,25,6.578000069,2017,MX,53.1,119.2,121.7,91.5,45.6,14.4,2.2,2.2384,1.0919,1.05,54.33333333,23.634501,-102.552784
340,Singapore,1.353814363,0.549840569,0.345965981,26,6.572000027,2017,SN,3.4,11.7,40.3,67.4,37.1,6,0.3,0.8317,0.4012,1.0729,20.98333333,1.352083,103.819836
341,Malta,1.488411665,0.588767052,0.574730575,27,6.52699995,2017,MT,11.3,36.7,87.2,103.8,45.3,8.8,0.3,1.4683,0.7187,1.0431,34.36666667,35.937496,14.375416
342,Uruguay,1.412227869,0.579392254,0.175096929,28,6.453999996,2017,UY,18,70.5,119.8,96.6,39.9,13.3,1.9,1.8,0.8839,1.0365,40.03333333,-32.522779,-55.765835
343,Guatemala,1.255585194,0.531310618,0.283488393,29,6.453999996,2017,GT,82.2,156.7,144.2,113.6,64.9,25.2,2.9,2.948,1.438,1.05,74.25,15.783471,-90.230759
344,Panama,1.373192549,0.550026834,0.210556939,30,6.452000141,2017,PM,75,127.2,113.6,86.5,43.2,12.7,2.2,2.302,1.1257,1.0449,57.8,8.537981,-80.782127
345,France,1.387776852,0.470222116,0.129762307,31,6.441999912,2017,FR,9.3,60.3,133.9,131.8,62.8,14.8,1,2.0694,1.0105,1.0478,46.66666667,46.227638,2.213749
346,Thailand,1.425792456,0.580200732,0.57212311,32,6.423999786,2017,TH,49.7,105.9,78.2,39.6,19.5,6.6,4.3,1.5194,0.7399,1.0535,37.6,15.870032,100.992541
348,Spain,1.532090902,0.40878123,0.190133572,34,6.402999878,2017,SP,13.4,41.2,72.6,101,58.6,11.4,0.8,1.4957,0.7243,1.065,37.73333333,40.463667,-3.74922
349,Qatar,1.27429688,0.604130983,0.33047387,35,6.375,2017,QA,12.2,82.5,104.8,89.9,60.3,25.6,4.1,1.8965,0.937,1.0241,45.76666667,25.354826,51.183884
350,Colombia,1.402182937,0.477487415,0.149014473,36,6.356999874,2017,CO,44.8,93,117.1,87.7,41.5,13.9,2,2,0.9709,1.06,47.15,4.570868,-74.297333
351,Saudi Arabia,1.286677599,0.449750572,0.147616014,37,6.343999863,2017,SA,2.7,34.8,98.2,104.4,93.5,54.3,31.2,2.0949,1.0219,1.05,53.48333333,23.885942,45.079162
352,Trinidad and Tobago,1.380228519,0.518630743,0.325296462,38,6.168000221,2017,TD,10.3,63.5,118.2,96.1,38.1,13,2.1,1.7064,0.8414,1.0281,37.18333333,10.691803,-61.222503
353,Kuwait,1.259698749,0.496337593,0.228289798,39,6.105000019,2017,KU,14.2,100.9,146.7,117.3,72.3,24,4.2,2.3982,1.1718,1.0465,55.48333333,29.31166,47.481766
354,Slovakia,1.505059242,0.295817465,0.136544481,40,6.09800005,2017,LO,20.3,51.3,92.1,80,31.9,5.9,1.1,1.4115,0.6828,1.0673,31.75,48.669026,19.699024
355,Bahrain,1.323110461,0.536746919,0.172668487,41,6.086999893,2017,BA,13.5,75.7,114.2,86.8,41.9,15.7,2.2,1.7501,0.8632,1.0274,39.3,25.930414,50.637772
356,Malaysia,1.284646034,0.402264982,0.41660893,42,6.084000111,2017,MY,12.8,93,162.8,136.3,69.7,23.2,2.8,2.502,1.209,1.0694,56.3,4.210484,101.975766
357,Nicaragua,1.28721571,0.447551847,0.301674217,43,6.071000099,2017,NU,28.4,79.5,119.9,94.1,41.3,13.2,2,1.892,0.9229,1.05,43.08333333,12.865416,-85.207229
358,Ecuador,1.286168814,0.455198199,0.150112465,44,6.007999897,2017,EC,37.6,99.6,125.7,100.7,50.1,19.6,3.9,2.186,1.0663,1.05,51.91666667,-1.831239,-78.183406
359,El Salvador,1.182125092,0.43245253,0.078257985,45,6.002999783,2017,ES,26.6,77.9,118,93.3,40.5,14.9,2,1.866,0.9102,1.05,42.53333333,13.794185,-88.89653
360,Poland,1.44571197,0.520342112,0.158465967,46,5.97300005,2017,PL,13.3,54.2,92.1,72.1,30.7,6.8,1,1.3486,0.6549,1.0594,29.68333333,51.919438,19.145136
361,Uzbekistan,1.54896915,0.658248663,0.415983647,47,5.971000195,2017,UZ,9.7,74.9,121.5,96,37.6,10.9,5,1.764,0.8563,1.06,39.01666667,41.377491,64.585262
362,Italy,1.444923282,0.256450713,0.172789648,48,5.964000225,2017,IT,7.2,35.7,75.2,96.9,59.4,12.7,0.7,1.4417,0.7002,1.059,35.43333333,41.87194,12.56738
363,Russia,1.469282389,0.373783112,0.052263822,49,5.962999821,2017,RS,26.4,84.4,101.4,70.9,30.4,6.9,0.6,1.6052,0.7792,1.06,36.6,61.52401,105.318756
364,Belize,1.081417799,0.547509372,0.240015641,50,5.955999851,2017,BH,50.7,132.9,163.5,128.1,66.5,25.4,2.9,2.85,1.3903,1.05,67.75,17.189877,-88.49765
365,Japan,1.436337829,0.505625546,0.120572768,51,5.920000076,2017,JA,6.2,43,94.9,92.6,38.8,7.1,0.5,1.4149,0.6882,1.056,31.36666667,36.204824,138.252924
366,Lithuania,1.473516107,0.234231785,0.010164657,52,5.90199995,2017,LH,15.8,60.6,109.9,88.8,37.1,7.2,0.7,1.5931,0.7745,1.057,35.03333333,55.169438,23.881275
367,Algeria,1.146217465,0.233335808,0.069436647,53,5.872000217,2017,AG,16.2,98.6,157.8,140.3,83.4,37.7,7,2.7042,1.3176,1.0524,63.86666667,28.033886,1.659626
368,Latvia,1.404714942,0.325707912,0.153074786,54,5.849999905,2017,LG,13.9,54.5,93,85.5,45.6,11,0.6,1.5142,0.7386,1.05,35.18333333,56.879635,24.603189
370,Moldova,1.251825571,0.240729049,0.208779126,56,5.837999821,2017,MD,27.1,93.2,99.2,62,25.8,5.7,0.5,1.5676,0.7595,1.064,35.71666667,47.411631,28.369885
371,Romania,1.15009129,0.457003742,0.133519918,57,5.824999809,2017,RO,27.8,66.7,85.1,60.3,22.7,5.4,1.3,1.3492,0.655,1.06,30.7,45.943161,24.96676
372,Bolivia,1.227619052,0.558732927,0.225560725,58,5.822999954,2017,BL,42.2,115.1,144.5,117.3,71,29.5,6.3,2.63,1.2829,1.05,63.56666667,-16.290154,-63.588653
373,Turkmenistan,1.493149161,0.418271929,0.249924988,59,5.822000027,2017,TX,15.3,98.9,141.9,100.7,41.3,13.8,2,2.07,1.0098,1.05,45.33333333,38.969719,59.556278
374,Kazakhstan,1.384369016,0.437454283,0.201964423,60,5.818999767,2017,KZ,23.1,119.5,138.8,103.3,50.1,14.3,0.9,2.25,1.1617,0.9368,51.86666667,48.019573,66.923684
376,Slovenia,1.452518821,0.572575808,0.242649093,62,5.757999897,2017,SI,4.3,41,110.2,106.5,44.4,9.1,0.6,1.5764,0.7732,1.0389,34.31666667,46.151241,14.995463
377,Peru,1.218770385,0.450002879,0.126819715,63,5.715000153,2017,PE,34.2,93.6,119.5,101.4,53.8,18.9,3.5,2.124,1.0382,1.0458,50.9,-9.189967,-75.015152
378,Mauritius,1.20956099,0.491247326,0.360933751,64,5.629000187,2017,MP,14.1,71.9,119,93.2,37.4,12.2,1.8,1.748,0.8527,1.05,38.43333333,-20.348404,57.552152
379,Cyprus,1.131363273,0.355111539,0.271254301,65,5.620999813,2017,CY,8.9,50.8,106,86.1,34,7,0.8,1.4678,0.716,1.0499,31.26666667,35.126413,33.429859
380,Estonia,1.4766711,0.47913143,0.098890811,66,5.611000061,2017,EN,14.2,58.6,100.7,88.8,46.2,11.4,1.2,1.5988,0.7807,1.0479,36.73333333,58.595272,25.013607
381,Belarus,1.444945216,0.295400262,0.155137509,67,5.568999767,2017,BO,19.1,82.9,98.9,65,24.9,5.2,0.4,1.4826,0.7197,1.06,32.91666667,53.709807,27.953389
382,Libya,1.35756433,0.46573323,0.152073666,68,5.525000095,2017,LY,8.7,60.2,121.4,114.5,68.1,30,4.7,2.038,0.9941,1.05,47.7,26.3351,17.228331
383,Turkey,1.337753177,0.3007406,0.046693042,69,5.5,2017,TU,24.8,97.9,127.3,96.3,43.4,11.5,1.6,2.014,0.9824,1.05,45.91666667,38.963745,35.243322
384,Paraguay,1.50728488,0.473507792,0.224150658,70,5.493000031,2017,PA,18.1,74.3,126.1,101,41.5,16.1,3.7,1.9037,0.9286,1.05,42.45,-23.442503,-58.443832
386,Philippines,1.253917575,0.585214674,0.193513423,72,5.429999828,2017,RP,48.5,142.8,157.7,128.9,79.7,39.9,6.8,3.022,1.4741,1.05,74.43333333,12.879721,121.774017
387,Serbia,1.258189797,0.208715528,0.220125884,73,5.394999981,2017,RI,22.7,78.7,92.9,64.3,24.4,4,0.3,1.4385,0.6966,1.065,32.4,44.016521,21.005859
388,Jordan,1.239088893,0.418421149,0.17217046,74,5.335999966,2017,JO,23.2,125.6,192.9,165.1,98.1,30.3,2.8,3.19,1.5485,1.06,74.18333333,30.585164,36.238414
389,Hungary,1.343133092,0.175863519,0.078401662,75,5.323999882,2017,HU,18,53.8,94,83.5,32.8,6.4,0.2,1.4459,0.7029,1.057,32.45,47.162494,19.503304
390,Jamaica,1.368218064,0.474307239,0.233818337,76,5.31099987,2017,JM,56.2,96.1,118,77.5,54.2,15.3,2.8,2.1,1.0244,1.05,50.35,18.109581,-77.297508
391,Croatia,0.967983007,0.255772293,0.248002976,77,5.293000221,2017,HR,10.2,45.6,90.5,84.5,37.9,8.3,0.8,1.3967,0.6775,1.0616,31.21666667,45.1,15.2
392,Kosovo,1.137853503,0.260287941,0.319931448,78,5.278999805,2017,KV,10.4,79.9,139.7,113.5,45.9,13.1,1.7,2.0212,0.971,1.0815,44.08333333,42.602636,20.902977
393,China,1.160837412,0.472787708,0.028806841,79,5.272999763,2017,CH,8.9,60.5,111.7,91.3,36.2,10.5,5,1.6,0.7502,1.1328,35.4,35.86166,104.195397
394,Pakistan,0.67269069,0.235215262,0.315446019,80,5.269000053,2017,PK,29.8,110.4,160,127.1,63,26,7.4,2.618,1.2771,1.05,60.61666667,30.375321,69.345116
395,Indonesia,1.274444699,0.443323463,0.611704588,81,5.262000084,2017,ID,29.4,92.8,129.5,100.5,48.4,17.1,3.5,2.106,1.0273,1.05,48.61666667,-0.789275,113.921327
396,Venezuela,1.431337595,0.153997123,0.06501963,82,5.25,2017,VE,80.1,116.5,112.8,88.5,46.8,16.5,2.8,2.32,1.1317,1.05,58.53333333,6.42375,-66.58973
397,Montenegro,1.238376498,0.194989055,0.197911024,83,5.236999989,2017,MJ,10.1,64.7,122.2,105.3,51.1,11,1,1.8312,0.8997,1.0353,40.53333333,42.708678,19.37439
398,Morocco,0.774864435,0.408158332,0.032209955,84,5.235000134,2017,MO,20.9,82.6,126.4,109.2,56.6,22.3,3.3,2.106,1.0273,1.05,49.15,31.791702,-7.09262
399,Azerbaijan,1.152400255,0.398155838,0.04526934,85,5.234000206,2017,AJ,35.7,130.9,116.1,63.6,24.8,6.7,0.9,1.894,0.9059,1.0908,43.76666667,40.143105,47.576927
400,Dominican Republic,1.402416706,0.552589834,0.18696785,86,5.230000019,2017,DR,71.3,130.4,121.1,83.7,39.5,11.5,1.2,2.294,1.1245,1.04,56.26666667,18.735693,-70.162651
401,Greece,1.239414573,0.095731251,0,87,5.227000237,2017,GR,10.3,55.6,99,80.3,31,7.1,2.3,1.4317,0.6937,1.064,31.1,39.074208,21.824312
402,Lebanon,1.129624248,0.288515985,0.264450759,88,5.224999905,2017,LE,10.7,64.6,118.6,96.2,38.8,13.4,2.2,1.722,0.84,1.05,37.65,33.854721,35.862285
403,Portugal,1.367043018,0.4984653,0.095102713,89,5.195000172,2017,PO,16.2,44.9,83.4,86.5,37.7,4.6,0.2,1.3767,0.6725,1.0473,31.68333333,39.399872,-8.224454
404,Bosnia and Herzegovina,1.069335938,0.204403177,0.328867495,90,5.18200016,2017,BK,15,63.4,90.8,62.4,22.2,5,1.2,1.2968,0.6259,1.072,28.2,43.915886,17.679076
405,Honduras,1.143944979,0.34807986,0.236188874,91,5.181000233,2017,HO,47.6,116.6,145.4,117.7,69,32.4,5,2.668,1.3015,1.05,64.71666667,15.199999,-86.241905
406,Macedonia,1.207893014,0.325905979,0.253760964,92,5.175000191,2017,MK,14.2,62.8,100.7,80.2,31.5,5.5,0.6,1.4805,0.7166,1.066,32.46666667,41.6086,21.7453
407,Somalia,0.721151352,0.602126956,0.291631311,93,5.151000023,2017,SO,77.1,241.3,274.5,239.4,188.7,92.9,45.8,5.798,2.8562,1.03,147.5333333,5.152149,46.199616
408,Vietnam,1.277491331,0.571055591,0.234968051,94,5.073999882,2017,VM,17.4,78.8,126,90.8,34.8,11.6,1.7,1.806,0.86,1.1,39.18333333,14.058324,108.277199
409,Nigeria,1.215770483,0.394952565,0.230947196,95,5.073999882,2017,NI,103.9,205.9,248.3,207,137.5,62,19.1,4.918,2.3874,1.06,122.5666667,9.081999,8.675277
410,Tajikistan,1.271463275,0.471566707,0.248997644,96,5.040999889,2017,TI,30.3,150.8,156.4,118.1,52.2,15.8,2.4,2.63,1.2829,1.05,61.6,38.861034,71.276093
411,Bhutan,1.340126514,0.501537681,0.474054545,97,5.011000156,2017,BT,15.4,79.4,125.5,97,42.2,16.9,3.6,1.9,0.9268,1.05,42.41666667,27.514162,90.433601
412,Kyrgyzstan,1.394238591,0.454943389,0.428580374,98,5.004000187,2017,KG,26,152,151.7,112.2,59.2,18.6,2.8,2.612,1.2637,1.067,61.8,41.20438,74.766098
413,Nepal,1.179283261,0.440305948,0.394096166,99,4.961999893,2017,NP,39.2,107.1,126.6,91.1,41.4,16.1,2.9,2.122,1.0301,1.06,49.63333333,28.394857,84.124008
414,Mongolia,1.493011236,0.394143969,0.33846423,100,4.954999924,2017,MG,16.1,110.5,126.3,90.8,54.7,16.3,2.3,2.085,1.0171,1.05,48.45,46.862496,103.846656
415,South Africa,1.384788632,0.479246736,0.13936238,101,4.828999996,2017,SF,40.9,102.3,120.8,101.6,60.5,24.9,6.2,2.286,1.1317,1.02,56.06666667,-30.559482,22.937506
416,Tunisia,0.86835146,0.28968069,0.049693357,102,4.804999828,2017,TS,8,59.2,137.1,126.6,87.9,25,2.1,2.23,1.0804,1.064,51.46666667,33.886917,9.537499
418,Egypt,0.997471392,0.282110155,0.128631443,104,4.735000134,2017,EG,57.4,207.3,204.9,135.7,68.2,17.8,3.1,3.4723,1.6821,1.0643,81.58333333,26.820553,30.802498
419,Bulgaria,1.434379458,0.289231718,0.113177694,105,4.714000225,2017,BU,37.9,71,86.8,63.9,26.8,5.4,0.9,1.4645,0.7102,1.062,34.31666667,42.733883,25.48583
420,Sierra Leone,0.984136045,0.318697691,0.293040901,106,4.709000111,2017,SL,130.6,203.8,205.4,176.4,132.8,64.4,32.2,4.728,2.3291,1.03,123.3666667,8.460555,-11.779889
421,Cameroon,0.946018219,0.430388749,0.236298457,107,4.695000172,2017,CM,108,207.9,226.5,186.2,124.7,60.2,14.5,4.64,2.2857,1.03,116.9166667,7.369722,12.354722
422,Iran,0.711551249,0.249322608,0.387242913,108,4.691999912,2017,IR,33.5,92.9,109.8,91.4,50.8,13.5,1.2,1.9656,0.9588,1.05,47.21666667,32.427908,53.688046
423,Albania,0.803685248,0.381498635,0.201312944,109,4.644000053,2017,AL,10.9,73.9,105.7,72.9,30.6,7.4,1,1.5122,0.7229,1.092,32.78333333,41.153332,20.168331
424,Bangladesh,0.735131741,0.478356659,0.172255352,110,4.607999802,2017,BG,48.6,97.9,128.7,97.7,42.9,15.9,2.3,2.17,1.0637,1.04,50.88333333,23.684994,90.356331
425,Namibia,1.098470807,0.520303547,0.077133745,111,4.573999882,2017,WA,68.7,148.6,158.8,139.2,96.7,36.6,8.5,3.2856,1.6185,1.03,83.05,-22.95764,18.49041
426,Kenya,1.067950726,0.452763766,0.444860309,112,4.552999973,2017,KE,50.1,133.9,165.5,135.7,72.3,30.1,7.5,2.9757,1.4731,1.02,71.6,-0.023559,37.906193
427,Mozambique,0.870701015,0.480791092,0.322228104,113,4.550000191,2017,MZ,104.5,205,217.8,195.1,151.7,89,53.6,5.084,2.5206,1.017,133.15,-18.665695,35.529562
429,Senegal,1.179691911,0.377922267,0.183468893,115,4.534999847,2017,SG,73.5,166.1,208.8,189.5,134.4,68.6,15.1,4.28,2.1084,1.03,107.8666667,14.497401,-14.452362
430,Zambia,1.003187299,0.461603492,0.249580145,116,4.513999939,2017,ZA,114.6,259.6,258,220.6,167.8,81.9,23.1,5.628,2.7724,1.03,144.6,-13.133897,27.849332
431,Iraq,0.978613198,0.288555533,0.199637264,117,4.497000217,2017,IZ,67.9,187.5,213.6,172.2,112,40.9,6,4,1.9512,1.05,97.75,33.223191,43.679291
432,Gabon,1.155620217,0.312328577,0.043785378,118,4.465000153,2017,GB,91,146.4,171.8,152.9,98.8,46.5,6.7,3.57,1.7586,1.03,90.38333333,-0.803689,11.609444
433,Ethiopia,0.864669204,0.408842742,0.31265074,119,4.460000038,2017,ET,91.9,206.1,236.9,201.6,149.5,87.5,24.6,4.99,2.4581,1.03,126.8666667,9.145,40.489673
434,Sri Lanka,1.259976387,0.561213255,0.490863562,120,4.440000057,2017,CE,15.9,86.3,136.2,107.8,49.2,15.8,2.4,2.0673,1.0134,1.04,46.23333333,7.873054,80.771797
435,Armenia,1.007483721,0.198303267,0.083488092,121,4.375999928,2017,AM,23.6,120.9,100.8,54.6,21.1,6.8,0.5,1.6413,0.7754,1.1166,37.91666667,40.069099,45.038189
436,India,0.754372597,0.469987005,0.231538489,122,4.315000057,2017,IN,33.6,160.3,151.5,84.7,36.5,14.3,4.7,2.428,1.1474,1.116,55.68333333,20.593684,78.96288
437,Mauritania,1.27203083,0.096098043,0.201870024,123,4.291999817,2017,MR,66,141.6,177.4,167.5,117.1,71.3,31.2,3.86,1.9015,1.03,99.11666667,21.00789,-10.940835
438,Congo (Brazzaville),0.832044363,0.435025871,0.120852128,124,4.290999889,2017,CF,131.7,196.3,207.8,185.8,134.9,51.2,10,4.588,2.2601,1.03,118.3166667,0.228,15.8277
439,Georgia,0.570614934,0.309410036,0.054008815,125,4.285999775,2017,GG,36.6,104.4,101.1,70.3,30.4,8.2,0.9,1.7603,0.8518,1.0667,41.8,42.315407,43.356892
440,Congo (Kinshasa),1.229023457,0.235961348,0.246455833,126,4.28000021,2017,CG,74.6,174.6,209.6,200,129,71.7,18.9,4.392,2.1635,1.03,111.4666667,4.0383,21.7587
441,Mali,1.281473398,0.306613743,0.183354199,127,4.190000057,2017,ML,162.7,262.3,262.3,226.4,179.5,81,27.1,6.0063,2.9588,1.03,156.5,17.570692,-3.996166
443,Cambodia,1.006238341,0.633375823,0.385922968,129,4.168000221,2017,CB,27.7,116.6,147.7,118,63.4,26.4,3.4,2.516,1.2303,1.045,59.25,12.565679,104.990963
444,Sudan,1.21400857,0.014995855,0.182317451,130,4.138999939,2017,SU,81.4,196.5,248.8,216.6,151.1,66.8,21.5,4.9133,2.3967,1.05,122.3166667,12.862807,30.217636
445,Ghana,0.873664737,0.423026294,0.256923944,131,4.119999886,2017,GH,66.2,160.6,197.7,175.1,116,70.3,13.2,3.995,1.968,1.03,100.2333333,7.946527,-1.023194
446,Ukraine,1.394537568,0.122974776,0.270061463,132,4.096000195,2017,UP,28.8,93.7,93.5,61.3,26.4,5,0.3,1.5443,0.7482,1.064,35.91666667,48.379433,31.16558
447,Uganda,1.129827738,0.443185955,0.325766057,133,4.080999851,2017,UG,136.2,260,266.2,228.5,160,88.3,2.8,5.71,2.8128,1.03,145.9666667,1.373333,32.290275
448,Burkina Faso,1.043280005,0.324367851,0.250864685,134,4.032000065,2017,UV,114,216.4,233.9,194.9,130.9,71.8,18.2,4.9,2.4138,1.03,124.3666667,12.238333,-1.561593
449,Niger,0.993025005,0.363658696,0.228673846,135,4.027999878,2017,NG,179.4,273.3,280.6,247.2,178.3,105.3,33,6.4855,3.1948,1.03,169.4166667,17.607789,8.081666
450,Malawi,0.512568831,0.466914654,0.28717047,136,3.970000029,2017,MI,141.9,260,243.4,196.1,143,78.9,33.8,5.4857,2.7224,1.015,142.2833333,-13.254308,34.301525
451,Chad,0.953855872,0.162342027,0.21611385,137,3.936000109,2017,CD,163.3,269.9,277.7,239.4,158.7,70.2,22.9,6.01,2.9461,1.04,154.0666667,15.454166,18.732207
452,Zimbabwe,1.083095908,0.336384207,0.189143494,138,3.875,2017,ZI,108.4,201.8,199.7,146.2,101,33.7,5.9,3.984,1.9626,1.03,99.5,-19.015438,29.154857
453,Lesotho,1.190095186,0.390661299,0.157497272,139,3.808000088,2017,LT,26.9,110.6,146.1,121.5,72.5,37.1,11.7,2.6321,1.2966,1.03,63.38333333,-29.609988,28.233608
454,Angola,1.10441196,0,0.09792649,140,3.795000076,2017,AO,160.1,258.4,276.4,244.1,183.8,88.7,20.7,6.1609,3.0349,1.03,159.3,-11.202692,17.873887
455,Afghanistan,0.581543326,0.10617952,0.311870933,141,3.79399991,2017,AF,79.2,204.8,252.4,211.4,148.9,83.7,43.7,5.12,2.4976,1.05,128.6166667,33.93911,67.709953
456,Botswana,1.221554995,0.505196333,0.099348448,142,3.766000032,2017,BC,30.9,117,131.7,111.1,75.4,36,10.6,2.564,1.2631,1.03,63.5,-22.328474,24.684866
457,Benin,0.435299844,0.425962776,0.207948461,143,3.657000065,2017,BN,88.3,204.9,234.5,200,132,70.5,23.1,4.766,2.3249,1.05,119.8,9.30769,2.315834
458,Madagascar,0.913020372,0.189196765,0.20873253,144,3.644000053,2017,MA,93,179.6,193.1,164.5,105.8,58.4,12,4.032,1.9862,1.03,102.2166667,-18.766947,46.869107
459,Haiti,0.640449822,0.030369857,0.489203781,145,3.602999926,2017,HA,37.4,108,140.5,127.1,81.7,41.2,8.9,2.724,1.3546,1.011,67.38333333,18.971187,-72.285215
460,Yemen,0.935382247,0.249463722,0.104125209,146,3.592999935,2017,YM,47.6,144.8,192.9,167.5,102.6,48.1,21.7,3.626,1.7688,1.05,88.71666667,15.552727,48.516388
461,South Sudan,0.601323128,0.147062436,0.285670817,147,3.59100008,2017,OD,76.4,235.4,231.7,219.3,142.2,115.5,47.5,5.34,2.6049,1.05,139.3833333,6.877,31.307
462,Liberia,0.872117937,0.332881182,0.266549885,148,3.532999992,2017,LI,139.8,218.1,215.9,192.6,140.3,83.9,20.6,5.056,2.4906,1.03,132.55,6.428055,-9.429499
463,Guinea,0.791244686,0.348587513,0.264815092,149,3.506999969,2017,GV,142.6,203.4,221.3,195.4,136.5,71.5,31.2,5.01,2.468,1.03,130.1,9.945587,-9.696645
464,Togo,0.43188253,0.380426139,0.196896151,150,3.494999886,2017,TO,67.1,179.4,214.4,181.5,134.8,70.8,27.3,4.376,2.1557,1.03,110.15,8.619543,0.824782
465,Rwanda,0.945707023,0.581843853,0.252756029,151,3.470999956,2017,RW,33.3,154.7,203.6,176.5,126.5,68.3,10.7,3.868,1.9054,1.03,95,-1.940278,29.873888
466,Syria,0.396102607,0.081539445,0.493663728,152,3.461999893,2017,SY,25.4,95.5,150.8,124.4,68.2,29.4,5.5,2.496,1.2117,1.06,58.06666667,34.802075,38.996815
467,Tanzania,1.041989803,0.390017778,0.354256362,153,3.348999977,2017,TZ,97.1,224.9,225.7,187.2,139.1,61.5,18.4,4.77,2.3498,1.03,121.3666667,-6.369028,34.888822
468,Burundi,0.629793584,0.059900753,0.204435185,154,2.904999971,2017,BY,60.3,262.4,286.3,254.3,209.1,96.2,28.5,5.986,2.9488,1.03,151.8,-3.373056,29.918886
469,Central African Republic,0,0.270842046,0.280876487,155,2.693000078,2017,CT,118.6,195.9,208.3,172.5,98.8,48.7,17.7,4.302,2.1192,1.03,108.7,6.611111,20.939444
